,Unnamed: 0,tweet_id,label,text,n2v,bert_embeddings
51,51,544511199702822913,1,police move in police confirm live ammunition used in martin place sydneysiege,"[ 8.1794597e-03 -4.4677225e-03 -1.0708338e-03  1.0051598e-03
 -1.9850294e-04  1.1262571e-03  6.1639203e-03 -1.0553788e-06
 -3.2559617e-03 -1.5249263e-03  5.9472127e-03  1.5166914e-03
 -7.1904348e-04  9.3536265e-03 -4.9458635e-03 -8.7303016e-04
  9.2313224e-03  6.7630382e-03  1.5072309e-03 -8.9304475e-03
  1.1854783e-03 -2.3225425e-03  9.4116395e-03  1.2040001e-03
  1.4853746e-03  2.3982823e-03 -1.8348080e-03 -5.0203814e-03
  2.3107718e-04 -2.0233160e-03  6.6601303e-03  8.9668967e-03
 -6.6188216e-04  2.9491303e-03 -6.1071347e-03  1.6929762e-03
 -6.9513246e-03 -8.7219328e-03 -5.9225885e-03 -8.9994231e-03
  7.3190709e-03 -5.8204625e-03  8.3194990e-03 -7.2566527e-03
  3.4344208e-03  9.6945968e-03 -7.8231320e-03 -9.9804597e-03
 -4.3336400e-03 -2.6740599e-03 -2.5631438e-04 -8.8470075e-03
 -8.6461697e-03  2.7998686e-03 -8.2442639e-03 -9.0932818e-03
 -2.3237902e-03 -8.6581325e-03 -7.0959497e-03 -8.4155668e-03
 -2.9871336e-04 -4.5872633e-03  6.6667940e-03  1.5235022e-03
 -3.3600617e-03  6.1563728e-03 -6.0400050e-03 -4.6527782e-03
 -7.2468845e-03 -4.3783928e-03 -1.8141674e-03  6.5102177e-03
 -2.7644834e-03  4.9608811e-03  6.9627371e-03 -7.4860202e-03
  4.5962567e-03  6.1654281e-03 -2.9678552e-03  6.6608205e-03
  6.1168140e-03 -6.4492254e-03 -6.8067638e-03  2.5589804e-03
 -1.6570241e-03 -6.0980152e-03  9.5679397e-03 -5.1625194e-03
 -6.5603913e-03 -1.1608739e-04 -2.6940799e-03  4.5414449e-04
 -3.5302544e-03 -4.2158685e-04 -6.9128932e-04  8.1885001e-04
  8.2171941e-03 -5.7614106e-03 -1.6797889e-03  5.5622142e-03]","tf.Tensor(
[[-2.1401164e-01 -3.7391055e-02  1.4252120e-01 ... -6.6798997e-01
   5.7292357e-03  4.8304391e-01]
 [ 3.5497922e-01  1.3731240e-01  8.3596981e-01 ... -8.5320508e-01
   1.4436528e-01 -2.5283349e-01]
 [ 2.3451932e-01 -1.1488187e-01  8.2584989e-01 ... -1.3414216e-01
   4.2320155e-02 -6.9282275e-01]
 ...
 [ 2.4277052e-01  1.5558286e-01  2.0398152e-01 ... -3.3677438e-01
   1.2619894e-02 -1.1260250e-01]
 [ 1.1731544e-01  2.1393463e-01  1.8170516e-01 ... -3.6311647e-01
  -8.3921924e-03 -1.6441831e-01]
 [ 8.2344443e-02  1.3845152e-01  6.2549345e-02 ... -2.6264930e-01
   7.9885125e-04 -1.6587444e-01]], shape=(34, 768), dtype=float32)"
52,52,553107921081749504,1,two shot in paris including traffic cop as manhunt continues for charliehebdo suspects ,"[-8.6396635e-03  3.6966999e-03  5.1851072e-03  5.7396144e-03
  7.4896310e-03 -6.1820536e-03  1.1084061e-03  6.0709217e-03
 -2.8448449e-03 -6.1916444e-03 -3.9823641e-04 -8.3872229e-03
 -5.6105228e-03  7.1059726e-03  3.3610952e-03  7.2369785e-03
  6.8419124e-03  7.5373962e-03 -3.7987370e-03 -5.6770031e-04
  2.3596848e-03 -4.5241350e-03  8.4149260e-03 -9.8717036e-03
  6.7647323e-03  2.9264065e-03 -4.9472153e-03  4.4148546e-03
 -1.7367159e-03  6.7194966e-03  9.9815130e-03 -4.3757935e-03
 -6.0960918e-04 -5.7154950e-03  3.8529655e-03  2.7974937e-03
  6.9207759e-03  6.1140615e-03  9.5422501e-03  9.2994170e-03
  7.9113077e-03 -6.9940062e-03 -9.1598202e-03 -3.5339675e-04
 -3.0956776e-03  7.9141427e-03  5.9529669e-03 -1.5544214e-03
  1.5082704e-03  1.7922613e-03  7.8349896e-03 -9.5120557e-03
 -2.1444832e-04  3.4597677e-03 -9.4353978e-04  8.3701517e-03
  9.0238592e-03  6.5481607e-03 -7.1254082e-04  7.7149207e-03
 -8.5486248e-03  3.2052463e-03 -4.6283719e-03 -5.0849016e-03
  3.5992099e-03  5.3822361e-03  7.7891592e-03 -5.7719583e-03
  7.4275099e-03  6.6335499e-03 -3.7187517e-03 -8.7672453e-03
  5.4515372e-03  6.5259682e-03 -7.9544331e-04 -6.7273760e-03
 -7.0994482e-03 -2.4833400e-03  5.1468285e-03 -3.6730298e-03
 -9.3972711e-03  3.8339132e-03  4.8981779e-03 -6.4352378e-03
  1.2125990e-03 -2.0867577e-03  4.0780433e-05 -9.8870769e-03
  2.6932613e-03 -4.7708433e-03  1.0799997e-03 -1.5777516e-03
  2.2131512e-03 -7.9009300e-03 -2.6985398e-03  2.6559527e-03
  5.3533921e-03 -2.3833797e-03 -9.5218038e-03  4.5171399e-03]","tf.Tensor(
[[-0.4004185  -0.2251489  -0.25784278 ... -0.32096425  0.48821014
  -0.06488153]
 [ 0.0241893  -0.7946061  -0.80348104 ...  0.13483791  0.5335118
  -0.18833195]
 [ 0.50944644  0.20413116  0.02329594 ... -0.5285096   0.22680476
  -0.8236888 ]
 ...
 [ 0.06647597 -0.519231    0.22409889 ... -0.04190362  0.17073815
  -0.11849411]
 [-0.1620202  -0.28589064  0.27912474 ...  0.10625078  0.20217115
  -0.18661907]
 [-0.1533835  -0.28132173  0.29694068 ...  0.02808687  0.17504588
  -0.15250309]], shape=(34, 768), dtype=float32)"
53,53,666190716448587776,0,warning syrian refugees hv arrived in neworlean they r here 2stay ur funds r being well invested in oneway tickets ,"[-8.98704678e-03  4.05514613e-03  5.32808946e-03  6.14817953e-03
  7.50290370e-03 -6.64306106e-03  1.61624269e-03  6.96109096e-03
 -3.40552232e-03 -6.24586502e-03 -2.70916673e-04 -9.00679175e-03
 -5.52601740e-03  7.52368663e-03  3.58597492e-03  6.95563946e-03
  7.26794172e-03  7.79341580e-03 -4.29937104e-03 -1.25869759e-03
  2.71439692e-03 -4.57829144e-03  9.11164936e-03 -1.02240276e-02
  7.00974930e-03  3.04310769e-03 -5.07620396e-03  4.54234798e-03
 -2.18301732e-03  6.80280337e-03  1.04189701e-02 -4.68652742e-03
 -1.46669277e-04 -6.28308579e-03  3.88523680e-03  3.00616189e-03
  7.28804246e-03  6.15670998e-03  9.48497467e-03  9.16330144e-03
  8.31877068e-03 -7.09571689e-03 -9.89210606e-03 -3.96573487e-05
 -2.91519519e-03  8.22011475e-03  5.78375161e-03 -1.54231745e-03
  1.96129479e-03  1.79146929e-03  8.01724661e-03 -1.01410775e-02
 -3.58012825e-04  3.11780185e-03 -1.00425608e-03  8.33332725e-03
  9.54490062e-03  6.71505416e-03 -1.01384055e-03  8.20758659e-03
 -8.74072127e-03  3.10840015e-03 -4.26325947e-03 -5.42863039e-03
  3.35782464e-03  6.11609127e-03  8.09533335e-03 -5.22680907e-03
  6.84994506e-03  7.10795354e-03 -3.76975606e-03 -8.35373439e-03
  5.83933713e-03  6.88844128e-03 -4.96505119e-04 -6.85511390e-03
 -6.69750199e-03 -2.60594487e-03  4.70043952e-03 -3.86027806e-03
 -1.00104138e-02  3.93225299e-03  5.13227331e-03 -6.24096347e-03
  7.05197686e-04 -2.38072593e-03  6.05343317e-04 -1.05369305e-02
  2.82905716e-03 -4.68756584e-03  1.35808217e-03 -1.53528410e-03
  2.68755760e-03 -8.01680237e-03 -1.92380359e-03  2.93047517e-03
  5.77355828e-03 -2.79280590e-03 -9.64321103e-03  4.69412655e-03]","tf.Tensor(
[[-0.23038669  0.1291128   0.23612489 ... -0.6363251   0.44397974
   0.28153735]
 [ 0.21365805  0.23415418  0.22786838 ... -0.39331594 -0.0460348
  -0.56070817]
 [ 0.7422779   0.67601264 -0.08884002 ... -1.1927927  -0.594735
   0.19729318]
 ...
 [-0.05333352 -0.29620814 -0.05742171 ...  0.04339482  0.18809211
  -0.28883675]
 [ 0.06571804 -0.13454941  0.5517613  ... -0.20612338  0.09238409
   0.06506602]
 [ 0.12210883 -0.05868576  0.52785957 ... -0.2509232   0.07076736
   0.02672401]], shape=(34, 768), dtype=float32)"
54,54,632377165477191680,1,trayvon martin at space camp in florida blacklivesmatter ,"[ 6.88733300e-03  7.79189030e-03  2.10489258e-02 -5.25377644e-03
 -1.17325280e-02 -1.87142249e-02  1.50559349e-02  1.67487599e-02
  1.27883032e-02 -1.52452728e-02  1.30021647e-02 -4.25792672e-03
  2.73038144e-03 -1.63401442e-03 -1.32608730e-02  8.89242627e-04
 -1.19090853e-02 -2.03970131e-02  5.54283289e-03 -1.62831396e-02
  3.32616176e-03  9.19169001e-03  3.34588200e-04  1.57761611e-02
 -3.00660133e-02  1.74666159e-02 -1.23833055e-02  9.69047751e-03
  5.20539870e-05  4.24836995e-03 -4.19294136e-03  3.13815591e-03
  1.53561356e-02 -6.01521973e-03 -1.02794990e-02  5.67768700e-03
  5.21989167e-03 -1.25116548e-02 -1.77950338e-02 -9.03749187e-03
  1.12507530e-02 -4.61524958e-03  1.37119612e-03 -6.43858593e-03
  4.11218870e-03 -5.27480664e-03 -1.69016309e-02 -2.64869072e-04
 -5.60856471e-03  5.78484684e-03  1.45843776e-03 -7.42217014e-03
  4.13936237e-03 -1.15813343e-02 -1.22001802e-03 -5.75139606e-03
  2.87181465e-03 -5.51648904e-03  4.83806850e-03 -3.56586254e-03
 -1.14039727e-03 -1.22799817e-02  1.06436945e-02 -4.90601687e-03
 -1.36530527e-03  3.95198353e-03 -1.94836874e-02  1.65037327e-02
 -5.89496642e-03 -1.11936349e-02  1.14129169e-03  4.96203266e-03
 -1.97369116e-03  1.97272035e-04 -2.21187109e-03 -3.84817104e-04
 -1.11279432e-02 -1.58189956e-04 -9.62792709e-03 -4.09359438e-03
 -1.02393618e-02  2.79981876e-03  1.43244248e-02  2.44627893e-02
  4.03171265e-03 -4.50103451e-03  1.04584191e-02  3.44069814e-03
 -1.05586126e-02  3.34368437e-03  1.21491179e-02 -2.41178041e-03
 -4.06192755e-03 -1.06747611e-03  1.07672019e-02  1.84131612e-03
 -8.43212532e-04  3.82396323e-03  1.48356119e-02 -1.96816842e-03]","tf.Tensor(
[[-0.16331053  0.10425744 -0.03936382 ... -0.43642908  0.14950594
   0.12149767]
 [ 0.7267455  -0.64411944  0.49094343 ...  0.18541953  0.7775055
  -0.47374076]
 [-0.35523307 -0.22454453 -0.16202545 ... -0.20804077  0.40934426
  -0.92595   ]
 ...
 [-0.18729761  0.04053054  0.07082212 ...  0.00328464  0.21734866
  -0.03506976]
 [-0.334826   -0.03409635  0.04124811 ...  0.13584813  0.20604424
  -0.12886281]
 [-0.15684198  0.01913678  0.01841457 ...  0.03995518  0.16903523
   0.10232711]], shape=(34, 768), dtype=float32)"
55,55,652992524504600576,0,steve jobs was adopted his biological father was abdulfattah jandali a syrian muslim,"[-8.2474491e-03  9.3056113e-03 -1.9923404e-04 -1.9780430e-03
  4.6049878e-03 -4.0956344e-03  2.7496826e-03  6.9456347e-03
  6.0604336e-03 -7.5147920e-03  9.3823755e-03  4.6661966e-03
  3.9659240e-03 -6.2518315e-03  8.4564695e-03 -2.1556821e-03
  8.8282628e-03 -5.3612497e-03 -8.1371469e-03  6.8198903e-03
  1.6687409e-03 -2.1989194e-03  9.5188515e-03  9.4944509e-03
 -9.7767301e-03  2.4996649e-03  6.1672237e-03  3.8657279e-03
  2.0219304e-03  4.2853766e-04  6.7492365e-04 -3.8219816e-03
 -7.1431519e-03 -2.0948406e-03  3.9175982e-03  8.8216746e-03
  9.2656557e-03 -5.9767044e-03 -9.4032260e-03  9.7622648e-03
  3.4328164e-03  5.1647392e-03  6.2867161e-03 -2.8045140e-03
  7.3286342e-03  2.8319343e-03  2.8703243e-03 -2.3834123e-03
 -3.1299347e-03 -2.3706420e-03  4.2823921e-03  7.7005287e-05
 -9.5863510e-03 -9.6691996e-03 -6.1560436e-03 -1.3570346e-04
  2.0078372e-03  9.4344504e-03  5.5772825e-03 -4.2934385e-03
  2.8752841e-04  4.9596336e-03  7.7083344e-03 -1.1464175e-03
  4.3263505e-03 -5.8072223e-03 -8.0285856e-04  8.1019271e-03
 -2.3709266e-03 -9.6664969e-03  5.7783215e-03 -3.9252681e-03
 -1.2157272e-03  9.9830395e-03 -2.2556593e-03 -4.7558728e-03
 -5.3214957e-03  6.9858641e-03 -5.7131597e-03  2.1172732e-03
 -5.2541872e-03  6.1143609e-03  4.3541486e-03  2.6016224e-03
 -1.4905325e-03 -2.7533036e-03  8.9998087e-03  5.2230028e-03
 -2.1614179e-03 -9.4696619e-03 -7.4271150e-03 -1.0570065e-03
 -7.9506065e-04 -2.5606391e-03  9.6997144e-03 -4.5560740e-04
  5.8765146e-03 -7.4521573e-03 -2.4991811e-03 -5.5556535e-03]","tf.Tensor(
[[-0.24842492  0.14365864  0.00769887 ... -0.45347753  0.7729391
   0.41270047]
 [-0.05161478  0.3699231  -0.21057151 ... -0.32161504  0.13203579
  -0.5011911 ]
 [-0.6373468   0.03579607 -0.14341053 ... -0.5538034   0.29287767
  -0.6058795 ]
 ...
 [-0.4342191   0.2628273   0.28356555 ... -0.278774    0.36391675
  -0.11950074]
 [-0.31336534  0.09074274  0.10415171 ... -0.2329545   0.60428655
   0.1253015 ]
 [-0.28757015 -0.01287356  0.34916833 ... -0.17609209  0.465154
  -0.02364807]], shape=(34, 768), dtype=float32)"
56,56,672927317191229440,0,this is the face of female jihadist tashfeenmalik could pass for a widow or orphannorefugees islamistheproblem ,"[ 7.1759098e-03 -1.5132247e-03  8.2193194e-03 -9.5673082e-03
 -8.1177671e-03 -6.8300152e-03 -3.9447732e-03  5.2748010e-03
 -4.0407414e-03 -8.5433787e-03  8.6934557e-03 -3.9402517e-03
  8.7331813e-03 -4.9477508e-03  4.0133083e-03  4.9511534e-03
  2.4089618e-03 -2.8830932e-03  2.7373841e-03 -8.4832031e-03
 -2.7520165e-03 -2.5933939e-03  7.5763362e-03 -3.6476755e-03
 -6.8307002e-03  4.4817072e-03 -5.7041878e-04 -3.6680454e-03
  6.9330628e-03  3.8792689e-03 -4.0372643e-03  6.7827437e-04
  9.2629530e-03  7.8021423e-03  6.4044255e-03  4.8293895e-03
  2.5196781e-03 -1.9246037e-03 -6.5399841e-03 -3.2054359e-04
 -1.4831303e-03 -7.1370031e-04 -6.5323017e-03  7.6556844e-03
 -6.6239098e-03 -7.3635639e-03 -2.8663920e-03 -1.6714255e-03
 -7.6877535e-03  7.5175316e-04 -5.3861584e-03 -1.4460305e-03
 -7.4049653e-03  1.9383614e-03  3.2755299e-03 -7.0437534e-05
 -5.3914790e-03 -1.7219819e-03  7.2245141e-03  3.8646420e-03
 -9.0701655e-03 -3.5463227e-03  2.4462505e-03  2.0921635e-03
 -9.5785353e-03  4.7322637e-03 -8.8817067e-03 -7.2618602e-03
  3.4888717e-03 -3.4827392e-03  3.6014838e-03  9.0216920e-03
 -3.4780083e-03  9.5544448e-03  1.7262714e-03  1.0054030e-02
  5.8010230e-03 -9.2650885e-03 -3.3982615e-03  6.5952837e-03
  5.5307625e-03  8.9085838e-03  7.0596794e-03  8.0675082e-03
 -1.0046636e-02  4.2927088e-03 -5.1027322e-03  3.5904872e-03
  6.2451195e-03  4.5062853e-03  7.7367746e-03  1.5482255e-03
 -1.2744941e-03  5.8021494e-03 -5.5190013e-03  2.0470307e-04
  9.6102329e-03 -5.6578778e-03  3.8427974e-03 -8.3805677e-03]","tf.Tensor(
[[-0.26116484  0.06480306 -0.0231315  ... -0.744352    0.69957644
   0.2890853 ]
 [-0.3672613   0.10079597 -0.32659993 ... -1.0144341   1.0436907
  -0.07098155]
 [-0.31279927  0.01385936 -0.18034363 ... -0.87220556  0.462835
   0.35441923]
 ...
 [ 0.39220476  0.00272388 -0.15558599 ... -0.21359706 -0.32408112
  -0.07806016]
 [-0.03673736  0.08632959  0.2201413  ... -0.4403039   0.2812344
  -0.02915548]
 [-0.04557449  0.04306599  0.21017107 ... -0.46699882  0.30964035
  -0.0558024 ]], shape=(34, 768), dtype=float32)"
57,57,675193315306905600,0,el chapo vs isis mexican cartel boss threatens islamic state over drug trade ,"[-1.0378752e-02  9.0754256e-03  2.8661368e-03  9.5792180e-03
  7.4812938e-03  3.2812203e-03  9.5940372e-03 -5.3624632e-03
 -7.2935745e-03  5.1350282e-03  3.0697347e-03 -5.2913041e-03
  1.1336751e-02 -5.5738147e-03  1.0927241e-02 -2.4024086e-04
 -6.0187434e-03 -2.8874918e-03 -7.6441085e-03 -2.5507938e-03
 -6.9311424e-04  9.9842986e-03  8.6473217e-03 -5.6133633e-03
  2.1626258e-03  2.9598242e-03 -3.7877792e-03 -1.0715439e-02
  8.6740183e-04 -8.6890329e-03  7.9332767e-03 -5.8789402e-03
  5.7409713e-03  1.0809172e-02 -1.4554774e-03  5.0420631e-03
 -3.0719633e-03  7.2539723e-03  2.9592097e-03 -9.7683482e-03
 -1.7461348e-03  3.7656855e-03  1.1663326e-03 -9.4172073e-04
 -1.2242352e-03 -2.8077462e-03  1.3904745e-03  3.0146632e-03
 -5.4767127e-03 -5.1437048e-03  1.0640452e-03 -1.0968259e-04
  4.2817419e-04 -6.4920522e-03  2.7948623e-03 -3.8863381e-03
  1.5660472e-03  5.1652075e-04  6.8298606e-03 -9.0536587e-03
 -6.4324820e-03 -5.3818957e-03  1.1847334e-02 -1.4399082e-03
 -1.0523549e-02 -4.3722498e-04 -6.0092495e-03  7.7374973e-03
 -1.1944497e-02  2.5265620e-03 -1.0174236e-02  1.5651804e-03
  6.2341751e-03  8.0277659e-03 -7.9790605e-03 -6.7653763e-03
 -8.0162352e-03 -6.6551096e-03 -1.0887264e-02 -1.0891284e-03
 -1.3327039e-03 -8.1246104e-03  6.9987164e-03  1.7462909e-03
  6.3665281e-03  2.8579771e-05  7.3538494e-04 -5.8150385e-03
 -1.8262442e-03  4.2967824e-03 -4.7948547e-03  1.5065370e-03
  3.0925549e-03 -1.3532533e-03  1.1289544e-02  8.2470281e-03
  4.1369842e-03  8.3529837e-03  7.3377746e-03 -7.3870476e-03]","tf.Tensor(
[[-0.50638604 -0.14452642 -0.11054929 ... -0.5938292   0.30123842
  -0.22273296]
 [ 0.46526703 -0.2889223   0.12925908 ... -0.27943647  0.76585895
  -1.0974655 ]
 [-0.24336277 -0.6938494  -0.30410752 ... -0.14436576  1.163631
   0.45347565]
 ...
 [-0.279448    0.02273297  0.253849   ... -0.2307501   0.04291465
  -0.2564818 ]
 [-0.25396657 -0.02068627  0.22843415 ... -0.21000902 -0.01422364
  -0.31238228]
 [-0.03316655 -0.13776167  0.35957178 ... -0.32013634  0.20220917
  -0.23329844]], shape=(34, 768), dtype=float32)"
58,58,674364257799004160,0,adolf hitler vs donald trump ,"[-0.00206147 -0.00514436 -0.01937686 -0.04653632 -0.03113201  0.02290527
  0.0244008  -0.00902342 -0.02744315  0.01714135 -0.03649937  0.00548143
 -0.009741   -0.0542114  -0.01306475 -0.0407437  -0.02501662 -0.04197145
  0.02759866 -0.06404181 -0.02603543  0.0152126   0.02490597  0.041149
 -0.06728464 -0.00360926 -0.02760026 -0.05995512 -0.00356375  0.01831622
  0.03396349  0.01185308  0.00105761  0.00636631 -0.01724955  0.03844203
 -0.06008674  0.02691653 -0.02157343 -0.06571074  0.05388062 -0.04595053
  0.00365922  0.02894417  0.03072616 -0.04728458 -0.0318344  -0.00026356
 -0.00036068 -0.02735759 -0.00664014 -0.00527095  0.05192567  0.01284082
 -0.04751434 -0.02300273 -0.03469637 -0.05641611 -0.02298593 -0.06178999
  0.04867061 -0.03648528  0.06376242  0.02298597 -0.04052016  0.00554394
 -0.01913772  0.02422856 -0.068592   -0.0227425  -0.03389911  0.06826154
  0.01801058  0.01954168  0.00746542  0.05141055 -0.01013416  0.02262914
  0.01095879  0.01724191  0.03439065 -0.07335862 -0.02583584  0.01190905
  0.00073701 -0.04090482 -0.00797516  0.08323369  0.00066968  0.01261164
  0.04722074  0.025407   -0.0375036   0.02293201  0.03801048 -0.01614328
  0.01144706  0.00067012  0.05056193 -0.0332904 ]","tf.Tensor(
[[-0.49658    -0.04772523  0.08836788 ... -0.13482113  0.79562664
   0.06772647]
 [ 0.9224569  -0.07317702  0.10181675 ... -0.6844754   0.00560446
   0.14426503]
 [ 0.37284267 -0.05164735 -0.5591453  ... -0.31048664  0.08412883
   0.3570985 ]
 ...
 [-0.05109685 -0.22417244  0.5849503  ... -0.10079824  0.04751337
   0.19184065]
 [-0.2813559  -0.79682654 -0.08322257 ...  0.18645981  0.45659012
   0.19326031]
 [-0.02568043 -0.17919427  0.7628402  ... -0.00339227  0.09736641
   0.18845478]], shape=(34, 768), dtype=float32)"
59,59,662430295254175744,0,opkkk releases 500 names and reveals unexpected plottwist ,"[-9.7347563e-03  9.2324968e-03  4.2625666e-03  9.3405414e-03
  6.8111257e-03  2.8050228e-03  9.9794334e-03 -4.2565730e-03
 -7.0041972e-03  4.0732273e-03  3.6865149e-03 -5.9267357e-03
  9.8298192e-03 -3.6028298e-03  9.6298112e-03  8.2566257e-04
 -6.3044610e-03 -1.9051119e-03 -7.5233774e-03 -3.2387336e-03
  1.0697688e-03  9.5850993e-03  9.4827702e-03 -6.6490038e-03
  3.4433769e-03  2.3442851e-03 -2.4887836e-03 -9.4362199e-03
  1.0984275e-03 -8.1757298e-03  6.4460407e-03 -5.8527687e-03
  5.6298454e-03  9.8686535e-03 -1.8021505e-04  4.7394922e-03
 -1.7326484e-03  7.3994333e-03  3.9080097e-03 -9.1715604e-03
 -2.2888160e-03  3.6242006e-03 -7.8490135e-05 -1.1671616e-03
 -8.7068038e-04 -1.7737781e-03  6.0324057e-04  4.0209214e-03
 -4.1996706e-03 -3.9073904e-03  3.2809563e-05  1.8079919e-04
 -2.7883676e-04 -4.8707821e-03  4.2548995e-03 -2.0578534e-03
  2.1487826e-03  6.3003850e-04  5.9334491e-03 -6.9482932e-03
 -6.8635205e-03 -4.5177117e-03  9.6584614e-03 -1.5545439e-03
 -9.6571976e-03 -5.7010609e-04 -4.4340729e-03  6.2307115e-03
 -9.8008374e-03  2.9023699e-03 -9.3890736e-03  1.2877046e-03
  6.1435583e-03  7.5951936e-03 -7.4649816e-03 -5.9142639e-03
 -6.8879053e-03 -7.8852717e-03 -9.7521339e-03 -2.0915470e-03
 -8.9402602e-04 -7.3776147e-03  6.7553222e-03  1.1804886e-03
  5.8305031e-03  1.4605275e-03  9.5473201e-04 -7.4046422e-03
 -2.0361727e-03  4.3736631e-03 -5.0738244e-03  1.3037822e-03
  2.9361234e-03 -1.4866946e-03  1.0251635e-02  8.3565051e-03
  2.5919531e-03  7.0715826e-03  6.0850284e-03 -5.6816656e-03]","tf.Tensor(
[[-0.32406095  0.17748281  0.30164427 ... -0.61765677  0.16375974
   0.48200464]
 [-0.15562043 -0.32084054  0.547247   ... -0.22450402  0.81376255
   0.2698062 ]
 [-0.05057549  0.13574716  1.1473997  ... -0.23672344 -0.21701957
  -0.12493661]
 ...
 [-0.2745882  -0.23246151  0.39125225 ...  0.03506847  0.10735418
   0.2794557 ]
 [ 0.12637566 -0.06552791  0.38366875 ... -0.01514205 -0.00193976
   0.02651501]
 [ 0.07831497 -0.05226761  0.35004106 ... -0.08026777  0.03566734
   0.13434662]], shape=(34, 768), dtype=float32)"
60,60,544512676643500033,1,breaking skybusiness freed hostage borne high from sydneysiege wc4 paramedic teams on the scene carsonscottli,"[ 5.6233378e-03  5.5376887e-03  1.7878697e-03  5.7902224e-03
 -8.9918319e-03  6.4506195e-03  9.1998130e-03 -4.0887301e-03
  1.5467349e-03 -5.4162177e-03  1.1164086e-03  2.6265557e-03
  8.0856783e-03  6.3634542e-04  2.6190251e-03  1.3403746e-03
  8.5445559e-03 -5.8005969e-03 -6.2282174e-03 -3.7218772e-03
 -2.3260659e-03  5.1171090e-03 -8.0223484e-03 -2.8231225e-03
 -8.1404438e-03  5.2722590e-03 -2.6268337e-03 -8.9625809e-03
  4.1240193e-03  9.0772100e-03 -2.9384859e-03 -5.9348214e-03
  3.0580673e-03 -4.9422204e-04 -9.9830087e-03  8.4674899e-03
 -7.2677229e-03 -5.0458713e-03 -2.6938105e-03 -5.5015688e-03
  1.6957927e-03  9.6919499e-03  4.6041827e-03  8.0585955e-03
 -3.9795993e-04  5.7936355e-04 -2.6452322e-03 -8.8323588e-03
  3.4918429e-03  2.1421371e-03 -9.4754947e-03 -5.0940877e-03
 -9.7808670e-03 -5.6643984e-03  4.1177343e-03  8.6591579e-03
  4.1975440e-03  2.4185509e-03  8.1408722e-03 -1.1270497e-03
 -1.4575607e-03 -8.7472666e-03  3.0232306e-05 -2.4313175e-03
  2.8805004e-04  7.4465526e-03 -7.0626116e-03 -3.8375433e-03
 -6.8149036e-03 -3.4309963e-03 -3.3494816e-03  2.1778918e-03
  3.4101303e-03 -5.0100768e-03 -4.5011719e-03  1.2155571e-03
  5.4218080e-03  5.4716892e-03 -3.0256750e-03 -4.3269270e-03
 -5.6797373e-03 -6.0546451e-04  1.9258410e-03  1.6317255e-03
  7.4568833e-03 -2.7569903e-03 -5.5268597e-06 -5.5431025e-03
 -1.1523977e-03 -7.6840739e-03 -1.0063265e-03  1.3563967e-03
 -8.6094420e-03  8.7606022e-03 -9.1211945e-03 -9.6051749e-03
 -8.4091090e-03  7.3332503e-03  5.4965713e-03  9.3281819e-03]","tf.Tensor(
[[-0.19483511 -0.2620368   0.180521   ... -0.51148266  0.00138777
   0.33358625]
 [-0.17002553  0.11447349  0.13319284 ... -0.33456182 -0.09116127
  -0.6325057 ]
 [ 0.02075714 -0.6564173   0.3497549  ... -0.19876659 -0.2576154
  -0.26480973]
 ...
 [-0.03933712 -0.2976817   0.33174464 ... -0.25931904 -0.19965748
   0.21323857]
 [-0.07687961 -0.28862748  0.3831525  ... -0.24810857 -0.24927217
   0.21152864]
 [-0.02079923 -0.31084263  0.3677934  ... -0.28654197 -0.17216805
   0.21439439]], shape=(34, 768), dtype=float32)"
