,Unnamed: 0,tweet_id,label,text,n2v,bert_embeddings
84,84,489854703321509888,0,nine britons 23 us citizens and 80 children feared dead after mh17 jet shot down ,"[-0.00496757  0.00665778 -0.00069679  0.002514    0.01650871 -0.01092652
  0.00869208  0.03063439 -0.01798896 -0.01170593  0.01208896 -0.01075371
  0.00365493  0.01285261  0.01712531 -0.00323953  0.04424703  0.02139514
 -0.02041775 -0.02774993  0.00463564 -0.00919134  0.03931025 -0.01492448
  0.00217534  0.01373551  0.0004173   0.00837092 -0.01084323  0.00753561
  0.02461692 -0.00521992 -0.01132885 -0.01372279 -0.01693002  0.01573413
  0.01012153 -0.01172642 -0.02068794  0.00656279  0.01423235 -0.0040475
  0.00356052 -0.00312991  0.02311048  0.02663753 -0.01195827 -0.02780558
 -0.01127258  0.00149859  0.0184025  -0.02190749 -0.03007201 -0.0212654
 -0.03321275 -0.01397913  0.00761953 -0.01213736 -0.01060643 -0.00805484
 -0.00527121 -0.01207701  0.03133243  0.00028484 -0.00890456  0.02411461
  0.00955025  0.00718789 -0.02404217 -0.00191662  0.00867643  0.01151056
 -0.00011321  0.02043748  0.00988829 -0.00408396  0.01846804  0.01865616
 -0.02076694  0.01404368 -0.00431163 -0.01364873 -0.01166379  0.01328432
 -0.0097491  -0.01925914  0.02165888 -0.01650025 -0.00526137 -0.00710241
 -0.00065853  0.00630636  0.01192861 -0.0220628   0.03339213  0.01245177
  0.03081047 -0.01514873 -0.0009226   0.00047642]","tf.Tensor(
[[-0.5883537   0.05952632  0.03663015 ... -0.38638994  0.6489515
   0.4431909 ]
 [ 0.44657427  0.53567946 -0.6446325  ...  0.27945262  0.53064835
   0.34309307]
 [ 0.760389    0.32439083  0.92132324 ... -0.02594564 -0.48880392
  -1.0940068 ]
 ...
 [ 0.16297074 -0.1271233  -0.03554481 ...  0.27778757  0.26936263
   0.23348561]
 [ 0.17255504 -0.11150917  0.03888996 ...  0.2370543   0.30105898
   0.30886984]
 [ 0.1760485  -0.0994273   0.04717126 ...  0.15304783  0.24065123
   0.19808094]], shape=(33, 768), dtype=float32)"
85,85,553099685888790528,0,banksy account joins cartoonists support for charliehebdo jesuischarlie ,"[ 0.00183151 -0.00626313 -0.01627935 -0.00495164  0.00663479  0.01327931
  0.00631471 -0.0096089  -0.00522585  0.01514976 -0.00936802  0.01395776
  0.01497129 -0.01096535 -0.0088807  -0.00762645 -0.00298523 -0.01857139
  0.00762504 -0.00750108  0.00478516 -0.00037876 -0.00079216  0.00259513
 -0.0225167  -0.01008522 -0.00243916 -0.00355355  0.00525888  0.00825063
  0.0001236   0.0077984  -0.00270155  0.01459823 -0.00566971  0.00983726
 -0.01995493  0.0011742  -0.01243182 -0.00643804  0.00858342 -0.0018732
  0.01005577  0.00241706  0.00504878 -0.01613781  0.0057225  -0.01387699
  0.00789331 -0.00685489  0.00300832  0.0068873   0.00264464  0.00020479
 -0.00826488  0.00127474 -0.00860759 -0.00468062 -0.00927859 -0.02453678
  0.01089618 -0.01188172  0.00966488  0.00569233 -0.01491169 -0.00194888
 -0.00259784 -0.00073166 -0.01567166 -0.0030301  -0.00089102 -0.00303987
 -0.00090495 -0.00087897 -0.00528813 -0.0056653   0.01117641  0.00903539
 -0.00423552  0.01639196  0.00564241  0.00316833 -0.01174542  0.01303596
  0.00194282 -0.00589337 -0.00633736  0.02574537  0.00101671  0.00163836
  0.0088207  -0.00275513 -0.00676997 -0.00269067 -0.00850195 -0.01426055
  0.00304177  0.00887922  0.01386266 -0.00437383]","tf.Tensor(
[[-0.12888846  0.03647759  0.15155947 ... -0.60486716  0.26124892
   0.4322407 ]
 [ 0.14305547 -0.02242221  0.28673205 ... -0.05060214  0.34687847
  -0.08806052]
 [ 0.24492672 -0.44374803  0.5386592  ... -0.16292673  0.06831346
   0.05460165]
 ...
 [ 0.11656711 -0.1347531   0.17563197 ... -0.07606521  0.07596776
   0.02421111]
 [ 0.1568434  -0.20080206  0.20091677 ... -0.06953113  0.01625365
   0.03258955]
 [ 0.18817268 -0.24864656  0.20348667 ... -0.09369582  0.01190676
   0.06799186]], shape=(33, 768), dtype=float32)"
86,86,407279190913069056,1,fast furious franchise responds to paul walkers death ,"[-8.2500773e-03  9.3510002e-03 -1.9754341e-04 -1.9507641e-03
  4.6151862e-03 -4.1142008e-03  2.8047694e-03  7.0003183e-03
  6.0830945e-03 -7.5569721e-03  9.4500072e-03  4.6588168e-03
  3.9859619e-03 -6.2543429e-03  8.4708966e-03 -2.1512120e-03
  8.9229010e-03 -5.3829504e-03 -8.1939837e-03  6.7689223e-03
  1.7053374e-03 -2.1968884e-03  9.5744273e-03  9.5192743e-03
 -9.8030837e-03  2.5107067e-03  6.1657541e-03  3.9089937e-03
  2.0213341e-03  4.4331167e-04  6.5775501e-04 -3.8565176e-03
 -7.1510882e-03 -2.1506886e-03  3.8910802e-03  8.8325199e-03
  9.3241278e-03 -6.0016215e-03 -9.4383489e-03  9.8110493e-03
  3.4400967e-03  5.2177669e-03  6.2878742e-03 -2.8186496e-03
  7.3756417e-03  2.8648372e-03  2.8651527e-03 -2.3839970e-03
 -3.1207469e-03 -2.3366692e-03  4.2730323e-03  7.7238619e-05
 -9.6427789e-03 -9.7372662e-03 -6.1896471e-03 -1.4427851e-04
  2.0043717e-03  9.4425138e-03  5.5972110e-03 -4.2662816e-03
  2.5897019e-04  4.9347887e-03  7.7406652e-03 -1.1321252e-03
  4.3012388e-03 -5.8106319e-03 -8.1661099e-04  8.1524691e-03
 -2.3823208e-03 -9.6991388e-03  5.8149747e-03 -3.9245700e-03
 -1.1951043e-03  9.9844923e-03 -2.2741579e-03 -4.7841286e-03
 -5.2994061e-03  7.0248526e-03 -5.7606096e-03  2.1118678e-03
 -5.2999952e-03  6.1235111e-03  4.3585612e-03  2.6413400e-03
 -1.5006730e-03 -2.7707687e-03  9.0670045e-03  5.2199322e-03
 -2.1913166e-03 -9.5286975e-03 -7.4597737e-03 -1.0552077e-03
 -7.8012532e-04 -2.5749353e-03  9.7497879e-03 -4.7772811e-04
  5.8895396e-03 -7.4751596e-03 -2.4875235e-03 -5.5152168e-03]","tf.Tensor(
[[-0.5616523   0.1434617   0.3187268  ... -0.3146885   0.31034198
   0.09355019]
 [-0.43610275 -0.99920166  1.1854873  ...  0.1350336   0.48058972
  -0.23876713]
 [ 0.0920297  -0.29261065  0.8299098  ...  0.13607287  0.17068565
  -0.57293767]
 ...
 [-0.3397291  -0.00517866  0.35714775 ... -0.05172184  0.02836332
  -0.27172413]
 [-0.20866968  0.09600519  0.39708418 ... -0.00616043  0.05158569
  -0.35772952]
 [-0.17619468  0.16601306  0.42596936 ... -0.02972705  0.1242414
  -0.31971923]], shape=(33, 768), dtype=float32)"
87,87,427846006600777729,1,marlboro man dies of smokingrelated disease ,"[ 8.7533817e-03 -5.1192525e-03  7.9338336e-03  6.5230932e-03
 -4.9015963e-03  1.2729985e-03  4.4025620e-03 -7.0448932e-03
 -6.0921535e-03 -6.3228840e-03 -3.4245108e-03  2.2918110e-04
  5.7681785e-03 -5.6514665e-03  6.6331989e-04  1.4001991e-03
  2.6213941e-03 -2.0108644e-03 -5.8259107e-03 -8.9996159e-03
 -1.9232430e-03  6.7636161e-03  1.0445872e-03 -8.4176697e-03
 -1.2437387e-02  6.3814158e-03 -2.6433195e-03  4.9874224e-03
 -6.2671420e-03  8.8507337e-03 -4.8549119e-03  3.4163797e-03
 -2.4583337e-03 -5.5387258e-03 -5.0309147e-03 -1.8541151e-04
 -8.7390058e-03 -2.3392667e-03 -1.0521734e-02  2.3415920e-03
  1.2090441e-02 -2.4473225e-03  1.6772402e-03  4.8979311e-03
  1.0629132e-02 -8.8534132e-03 -6.9321929e-03 -4.1905427e-03
  9.6025318e-03 -2.9219487e-03 -8.1103584e-03 -2.5328815e-03
  1.2463383e-02 -1.0035286e-02 -8.8799261e-03  9.3235262e-03
 -1.1695645e-02  3.4676436e-03  8.7675045e-04  4.2489730e-03
  1.0788403e-02 -3.0002201e-03 -2.3429176e-04  1.2596964e-02
  1.2942492e-03  6.9017466e-03 -1.1872510e-02  1.2193649e-02
 -5.2217925e-03 -9.2003653e-03  2.9627655e-03  1.5145841e-03
  6.4488938e-03  3.1129926e-05 -3.9712116e-03  3.5365047e-03
  9.2787137e-03 -5.8907941e-03  2.4156647e-03 -7.7174865e-03
 -6.7099347e-03 -2.2039942e-03 -1.1792394e-02  3.2393804e-03
  1.4046150e-03 -5.4951725e-03  5.4675285e-03  1.3013471e-02
  9.1786645e-03 -3.3032256e-03  2.6851147e-03 -2.9884619e-03
 -8.5705873e-03  6.4819581e-03 -6.3523155e-04 -1.2447225e-03
  1.2208556e-04 -4.6667913e-03  7.0267664e-03 -5.8065201e-03]","tf.Tensor(
[[-0.48272628  0.19105294 -0.45495924 ... -0.36329144  0.5811321
   0.5027948 ]
 [ 0.29626292 -0.17432694 -0.12227251 ...  0.16178271  0.46689796
  -0.10077552]
 [-1.0913671   0.26197872  0.14647558 ...  0.3404243  -0.16846171
   0.0975304 ]
 ...
 [ 0.00426657  0.15658948 -0.05811771 ... -0.07730634  0.23811217
   0.14261484]
 [-0.01137912  0.03308722  0.06806231 ... -0.05434512  0.24229322
   0.20329237]
 [-0.2695286  -0.22735974  0.4677504  ...  0.09278451 -0.16431502
   0.24761796]], shape=(33, 768), dtype=float32)"
88,88,524977992683237376,1,shooting investigation going on for more than 3 hours much of downtown ottawa still in lockdown cbcott ottnews,"[-0.0096239   0.00236152 -0.00142768 -0.01255985 -0.01029466 -0.001758
  0.00399498  0.00435134 -0.00608515 -0.00742814 -0.00496615 -0.00237296
 -0.00634974 -0.01075655 -0.00211941 -0.01083715 -0.00690184 -0.00781143
 -0.00202938 -0.00146551 -0.00950913  0.00022638  0.00844222  0.00932553
 -0.00893305 -0.0042587   0.00391832 -0.01003522  0.00295628  0.00621458
  0.00588386 -0.00939748 -0.00613611 -0.00853646 -0.00050562  0.0105917
  0.00580385  0.00492721  0.00378969 -0.00455353  0.01015051 -0.00848848
 -0.00669995 -0.00269836  0.00085224 -0.00536705 -0.00170256  0.0071676
 -0.00107094 -0.00150772  0.00140556 -0.00938067  0.00800182  0.00783981
 -0.01061281  0.00244361  0.00947605 -0.00862842 -0.0061571  -0.01038835
  0.01016614 -0.00273114  0.0131042  -0.00776503  0.00205846  0.00338269
 -0.0005787   0.00376489 -0.00982973 -0.01034029  0.00345989  0.00828928
  0.0089062   0.00716824 -0.00038858  0.0107939  -0.0089876   0.0030322
 -0.00152919  0.00647774  0.00895579 -0.00882274  0.00419105 -0.0091961
  0.00015105 -0.01086878 -0.00562625  0.0130399  -0.00160492  0.00445508
  0.00931883  0.00953571 -0.00905937 -0.003624    0.01172569  0.00631026
  0.00073799 -0.00887911  0.00485811 -0.00890648]","tf.Tensor(
[[-0.26261777 -0.19847068  0.09476586 ... -0.29362333  0.20997345
   0.37928566]
 [ 0.7950561  -0.02711658  0.43652415 ... -0.32103866  0.18268842
  -0.41195455]
 [ 0.29030573 -0.46932077  0.74708456 ... -0.31730777  0.20207253
  -0.54844254]
 ...
 [ 0.24304461 -0.15106554  0.42684475 ... -0.13568932 -0.00565161
   0.03599533]
 [ 0.20950581 -0.18991016  0.49904263 ... -0.23971996 -0.0178941
  -0.00550892]
 [ 0.1766297  -0.23345707  0.4574515  ... -0.26007167 -0.01945442
  -0.03639683]], shape=(33, 768), dtype=float32)"
89,89,523535962962280448,0,currently boycotting walmart sams on w florissant they donated 10000 to darren wilson cars are turning around fergusonoctober,"[ 0.0019552   0.00780861  0.00094604 -0.00969626  0.00800931 -0.00640704
  0.01026369  0.00525001 -0.00384077 -0.00367394 -0.00992079 -0.00897331
  0.01110889 -0.00230885  0.01085895 -0.01115671  0.00206519 -0.00299279
  0.00835762 -0.01492409  0.00892014 -0.00386624 -0.00513401 -0.00248828
 -0.007282   -0.00447278 -0.00576613 -0.01188472  0.00101203 -0.00100244
 -0.00058684  0.00554203 -0.00805399 -0.0046425   0.00379072  0.01055527
 -0.01276259  0.00655844  0.00313774 -0.00732591  0.01022678 -0.01189362
  0.0110147   0.00456804  0.00167497 -0.01014117 -0.0094407  -0.00777771
  0.00513285  0.00015767  0.00999222  0.00925035  0.01036028 -0.00679953
  0.00758407  0.00104333  0.00272162 -0.00131552 -0.00178346  0.00337819
 -0.00264406 -0.00733581 -0.00544332  0.00642147  0.00636012  0.00315174
 -0.00116023  0.00772277  0.0070389  -0.00737646  0.00344067 -0.00791511
  0.00498653  0.0100277   0.01035259  0.0089329   0.01188242  0.01062011
  0.00611076  0.01030648 -0.0069547   0.00568049  0.00067466  0.00244506
  0.00713787  0.00543691  0.01303416  0.00741675  0.01271604 -0.00122618
  0.0176023   0.0058518   0.00706787 -0.00406149  0.01072284  0.00663141
 -0.0018134   0.00128812  0.00417298 -0.00714891]","tf.Tensor(
[[-0.1061794   0.00119944  0.3213059  ... -0.5698585  -0.03312095
   0.14313504]
 [-0.12993741 -0.25717446 -0.01061306 ... -0.6427821   0.44317856
  -0.2405021 ]
 [ 0.3288868  -0.17447342  0.5270002  ... -0.33296886 -0.3972139
  -0.4204614 ]
 ...
 [ 0.3728033  -0.14661266  0.4510911  ... -0.18906103  0.0066309
  -0.11608308]
 [ 0.43056774 -0.16164008  0.5030296  ... -0.21690235  0.01905583
  -0.13563986]
 [ 0.32315347 -0.23508835  0.24672537 ... -0.11357722 -0.02059325
  -0.20386758]], shape=(33, 768), dtype=float32)"
90,90,351767344097398785,0,expect to see russian forces at us events to provide security this is illegal under posse comitatus ,"[-0.00057585  0.01373507  0.01213868  0.01487316 -0.00330877 -0.02274732
  0.0083611   0.02341509 -0.01382147 -0.02233562  0.01476052 -0.00459862
 -0.0146786  -0.0008323   0.00739083 -0.00285428  0.00428767 -0.0099626
 -0.01293996 -0.02504383  0.00175623 -0.00613496  0.0287456  -0.00599558
 -0.01201688 -0.00128319 -0.01804441  0.00711721  0.00036642  0.00525986
  0.00268418 -0.01242551  0.01026882 -0.00622849  0.00477068  0.01182428
  0.00688417 -0.00195325 -0.00970497 -0.00996837  0.00151515 -0.0080318
 -0.01099639  0.00266476 -0.00186682 -0.00474154  0.00667013  0.00481657
 -0.00285712  0.01638428  0.00658822 -0.01765148  0.00649553  0.00756135
 -0.01072534 -0.0006167   0.01217677  0.00578421 -0.00172633  0.00184461
 -0.00801346  0.00053615  0.01173197 -0.01192624 -0.00838299  0.0129782
  0.01125556  0.01682966 -0.0158126  -0.00113697 -0.00567982  0.01602761
  0.00665623  0.01283765  0.00883531  0.00186054 -0.01393144  0.01057631
 -0.00770341 -0.01040899 -0.00985034  0.01581031  0.00705914  0.00040865
  0.00097199 -0.00494931  0.00649126 -0.0110044   0.00402549  0.0067703
  0.01176297 -0.00394998 -0.01205327  0.0022177   0.02049393 -0.00106587
 -0.00304396 -0.01425147 -0.01016972  0.00327942]","tf.Tensor(
[[-0.04460451 -0.02165056  0.18181843 ... -0.37703168 -0.10784695
   0.28800684]
 [ 1.0828441  -0.1048401  -0.16415392 ... -0.32842973  0.20395958
   0.17911655]
 [ 0.31325692 -0.22016773  0.5165473  ... -0.20353639 -0.00829805
  -0.38998523]
 ...
 [ 0.20544672 -0.15134576  0.2986374  ... -0.34059364 -0.3308937
  -0.0520023 ]
 [ 0.20716302 -0.06424019  0.43184656 ... -0.21639723 -0.175356
  -0.09689035]
 [ 0.20533381 -0.11985322  0.3701877  ... -0.28382674 -0.05534058
  -0.03704587]], shape=(33, 768), dtype=float32)"
91,91,326137285450018817,0,a photo of black nurses saving the life of a kkk member ,"[ 0.00820026 -0.01110134  0.00130331 -0.01397544 -0.00451801  0.00078165
  0.01501483  0.0022492  -0.00060737 -0.00114136 -0.00939582 -0.00190362
 -0.00424998 -0.00761101 -0.00410583  0.00170239 -0.00434992  0.00451525
  0.01317624 -0.01300715 -0.00538191  0.00614035  0.00560274  0.00138264
 -0.00327305  0.01273664 -0.01071223 -0.01066909 -0.00755005  0.00120281
 -0.00295089  0.01356503  0.01143442 -0.00837034 -0.00939851  0.00507813
 -0.01759705 -0.01321173 -0.01366655 -0.00674014  0.00505977 -0.00549807
  0.0001804   0.0128113   0.01437705 -0.01410151  0.00448666 -0.01223317
  0.00205197 -0.00589544  0.00064906 -0.00511917  0.01173384  0.00387746
 -0.01461608 -0.00544808 -0.01697896 -0.00171124  0.00052154 -0.01637061
  0.01211478 -0.00708811  0.00763803  0.01217015 -0.00821759  0.01082634
 -0.01334518 -0.00110505 -0.01395556 -0.00081373 -0.01575247  0.01298947
  0.00715869 -0.00716089  0.01167083  0.01262619 -0.00967069  0.00722138
 -0.006647    0.01341439  0.01043335 -0.00502808 -0.01856026  0.00037114
  0.00115837 -0.00344352  0.01146058  0.0098345  -0.00815392 -0.00758109
  0.00740101  0.00423074 -0.006347    0.00208902  0.00952965 -0.00259094
  0.01165024  0.0076672  -0.00286172 -0.00691558]","tf.Tensor(
[[-0.43553275 -0.10554425 -0.89669114 ... -0.12754253  0.04507469
   0.16689305]
 [-0.1442455  -0.14265147 -0.85578865 ...  0.09151641 -0.23059131
  -0.25218987]
 [ 0.09787369 -0.26779577 -0.24910466 ... -0.1889736  -0.15247712
   0.20638348]
 ...
 [ 0.199009   -0.19231702 -0.06528223 ... -0.19019565 -0.02982678
  -0.04716478]
 [ 0.12145138 -0.22185308 -0.00530091 ... -0.13500601  0.00239914
  -0.06461539]
 [ 0.18613546 -0.20356807  0.05434055 ... -0.22972637  0.07165819
   0.03197616]], shape=(33, 768), dtype=float32)"
92,92,455525437351800832,0,why is my grandpa tryin to tell me leonardo dicapro is gonna play martin luther king in a movie lol,"[ 1.0144208e-04  3.0797443e-03 -6.8250024e-03 -1.3794650e-03
  7.6952297e-03  7.3632495e-03 -3.6829172e-03  2.6531925e-03
 -8.3449110e-03  6.2167682e-03 -4.6660234e-03 -3.1734593e-03
  9.3419105e-03  8.7886717e-04  7.5135245e-03 -6.0987445e-03
  5.1818141e-03  9.9688200e-03 -8.4713837e-03 -5.1585347e-03
 -7.0800865e-03 -4.8877271e-03 -3.7969588e-03 -8.5557634e-03
  7.9773143e-03 -4.8563145e-03  8.4403204e-03  5.2781897e-03
 -6.5679750e-03  3.9709769e-03  5.4897228e-03 -7.4445503e-03
 -7.4304631e-03 -2.4863489e-03 -8.6463625e-03 -1.5817031e-03
 -4.0497546e-04  3.3188430e-03  1.4542484e-03 -8.9184684e-04
 -5.6098038e-03  1.7303429e-03 -9.0349384e-04  6.8317922e-03
  3.9780000e-03  4.5437771e-03  1.4399141e-03 -2.7146279e-03
 -4.3778457e-03 -1.0349642e-03  1.4428970e-03 -2.6548652e-03
 -7.0899287e-03 -7.8369854e-03 -9.1490848e-03 -5.9493259e-03
 -1.8520200e-03 -4.3438729e-03 -6.4880778e-03 -3.7258272e-03
  4.2889211e-03 -3.7486751e-03  8.4044831e-03  1.5397553e-03
 -7.2726007e-03  9.4701247e-03  7.6605496e-03  5.5189868e-03
 -6.8746880e-03  5.8501265e-03  4.0271292e-03  5.2027632e-03
  4.2718095e-03  1.9524968e-03 -3.1670225e-03  8.3822189e-03
  9.6374173e-03  3.8077997e-03 -2.8511097e-03  1.0398042e-05
  1.2126524e-03 -8.4775789e-03 -8.2476735e-03 -2.3023480e-04
  1.2442982e-03 -5.7596113e-03 -4.7223498e-03 -7.3615923e-03
  8.3558168e-03  1.2784787e-04 -4.5151180e-03  5.7156440e-03
  9.2106359e-03 -4.1123773e-03  7.9850396e-03  5.3910264e-03
  5.9037684e-03  5.1637850e-04  8.2357610e-03 -7.0385579e-03]","tf.Tensor(
[[ 0.06657817  0.32173854  0.276175   ... -0.3264822   0.564796
   0.38239634]
 [ 0.27589536  0.2931027   0.28812283 ...  0.22540295  0.09092188
  -0.00670559]
 [ 0.08677758 -0.26291832  0.24157971 ...  0.19232358  0.10417479
   0.7666892 ]
 ...
 [ 0.02773046  0.06315183  0.42018628 ...  0.27250156  0.00339711
  -0.06319477]
 [ 0.1990728   0.06901965  0.42464375 ...  0.45982087 -0.09897657
  -0.14896174]
 [ 0.26366448 -0.02180668  0.45934892 ...  0.27885437 -0.02568111
  -0.14214884]], shape=(33, 768), dtype=float32)"
93,93,514512849876836352,0,dont put your iphone 6 in your pocket yall ,"[-8.6369999e-03  1.2161199e-03  2.3182207e-03  2.3619039e-02
 -3.7217769e-04 -1.5080780e-02  1.2763817e-02  1.9068714e-02
 -5.9487624e-03  5.4038432e-03  1.1087399e-02 -1.1846236e-02
 -8.4796436e-03  1.0509248e-02  3.6412319e-03  4.5517143e-03
  1.2184065e-02  6.1441939e-03  1.2397842e-02 -1.2700680e-02
  2.2120541e-02  1.0621153e-03  5.9324079e-03 -1.4500758e-03
  1.0469163e-02  1.6669536e-02 -8.2795592e-03  1.2883591e-02
 -3.4039647e-03  2.9437470e-03  1.6970248e-03  1.7691962e-02
  5.6437510e-03 -1.9274553e-04  1.4612199e-02 -2.0955044e-03
  4.9537700e-03  2.8658868e-03  7.3816604e-03  1.9768609e-03
 -3.3353388e-03 -2.3975816e-04 -1.2700089e-02  1.0064130e-02
  2.3830039e-03 -2.7599521e-03  8.1509659e-03  7.9872701e-03
  6.9770855e-03 -2.0245004e-03 -5.6918622e-03  7.4370892e-04
  8.0522625e-03  9.6436907e-03  1.7208099e-02  4.6809362e-03
 -2.3080495e-03  9.9195251e-03 -6.4332783e-04  2.7143950e-02
 -1.2639154e-02  6.1037112e-03 -2.4376824e-02  2.2456700e-03
 -2.3757375e-03 -5.5905944e-03  6.2189712e-03  7.2161062e-03
  1.8477144e-02  2.7503513e-02 -5.8391580e-04 -9.4829611e-03
  4.2463234e-03 -1.6125876e-02 -1.3417916e-03 -2.2824011e-03
 -3.9506201e-03 -1.2612359e-02  1.3520628e-02 -2.7428260e-02
 -2.4577437e-02  5.8210520e-03 -2.7286715e-03 -1.5101441e-03
 -1.7953094e-02  1.5748797e-02  1.6709520e-02 -9.1984868e-03
 -1.1601996e-02 -8.6120395e-03  1.0713668e-02 -2.2234185e-02
  2.2428839e-03 -6.1665422e-05 -3.0678418e-03 -5.7980926e-03
  7.5476984e-03 -4.9912313e-04 -1.4739103e-02  1.4728141e-02]","tf.Tensor(
[[-0.11042751  0.4020928  -0.03501154 ... -0.59678555  0.26385242
   0.50581986]
 [ 0.4685632   0.3456766  -0.33559716 ... -0.17888124  0.697529
   0.34870932]
 [-0.08775031  0.85197717  0.48888296 ... -0.47964877  0.50413793
  -0.1400632 ]
 ...
 [ 0.00368228  0.10584258  0.1069572  ... -0.43551815  0.30275705
   0.0672518 ]
 [-0.07495658  0.11210611  0.14548293 ... -0.34307444  0.3027234
   0.03279179]
 [-0.15541923  0.08937922  0.0761971  ... -0.45652798  0.18436751
   0.01789432]], shape=(33, 768), dtype=float32)"
94,94,519965814175567872,0,a vandal painted a brilliantly simple penis on a 2 million bugatti veyron ,"[-1.9448469e-03 -5.2266684e-03  9.4318865e-03 -9.2486497e-03
  4.5388429e-03  5.4015862e-03 -1.4135633e-03  9.0993810e-03
  9.8825451e-03 -5.4722656e-03 -6.0063815e-03 -6.7564324e-03
 -7.8795832e-03 -3.0403871e-03 -5.5951285e-03 -8.3888369e-03
  8.3432585e-04  2.9877718e-03  6.4140605e-03 -2.6694152e-03
 -4.4760257e-03  1.2597070e-03  3.7304385e-04  8.1360471e-03
  1.9329700e-04  7.2304434e-03 -8.3099101e-03  8.4266244e-03
 -1.9056768e-03  8.7049706e-03 -7.6010660e-03  1.7662417e-03
  1.1134710e-03  1.0334020e-06 -5.0948774e-03 -9.2654182e-03
 -7.2460365e-03 -7.9543972e-03  1.9245556e-03  4.5549171e-04
 -1.7797342e-03  7.1068029e-03 -2.5100894e-03 -1.3148609e-03
 -8.9285932e-03 -9.9466043e-03  8.9468658e-03 -5.7516252e-03
 -6.4233048e-03  5.1977178e-03  6.7246086e-03 -6.8499367e-03
  9.1785082e-04 -6.0315463e-03  1.6745201e-03 -4.3222639e-03
 -3.4177112e-03  2.2009166e-03  8.6629493e-03  6.7021297e-03
 -9.7431801e-03 -5.6174765e-03  7.9459185e-03  2.0079829e-03
 -4.3089171e-03  6.2871899e-04  9.5541794e-03 -1.0794660e-03
 -9.4915992e-03  1.6272790e-03  6.2813857e-03  6.3215098e-03
  4.1355253e-03 -5.6433328e-03 -3.4793650e-04 -9.1432848e-05
  4.5971689e-03 -8.0326190e-03 -8.0724610e-03  2.5985978e-04
 -8.6647505e-03  5.8432580e-03 -3.9259827e-04  9.9594677e-03
 -5.3910837e-03 -4.8711005e-04  7.8102280e-03 -4.0668389e-03
 -5.0310665e-03  1.6334292e-03  2.6858102e-03 -2.5595387e-03
  6.4730588e-03 -7.6201116e-03  3.4447412e-03  4.7644367e-04
  8.7893512e-03  6.0366751e-03  6.8259747e-03  7.8132208e-03]","tf.Tensor(
[[-0.17288743 -0.0725951  -0.12113944 ... -0.13205154  0.22667933
   0.4606354 ]
 [ 0.1606013  -0.20195651 -0.29485616 ... -0.46362007  0.14149284
   0.15924269]
 [ 0.72055244 -0.86663294  0.00104833 ... -0.39777794 -0.1284596
  -0.41470772]
 ...
 [ 0.32205027 -0.2348375   0.10329027 ... -0.27708247  0.20348723
   0.24583688]
 [ 0.09836295 -0.1777268   0.17542103 ... -0.20171362  0.30093879
   0.34529984]
 [-0.17994905 -0.14947113 -0.02750859 ... -0.15962318  0.02606065
   0.4687675 ]], shape=(33, 768), dtype=float32)"
95,95,532259028152246272,0,chickfila manager reportedly bans list of unprofessional words internet erupts ,"[ 0.0103031   0.00610046  0.00289036  0.0023887  -0.0080868   0.00516476
  0.00788535  0.0001841  -0.00051486 -0.00926901 -0.00121207 -0.00081645
  0.01087263  0.00067937  0.00524312  0.00083012  0.00708852 -0.00924106
 -0.00355547 -0.00993519  0.00094452  0.00459135 -0.00592037 -0.00611554
 -0.01442131  0.00819253 -0.00313217 -0.01219773  0.00710977  0.01071274
 -0.00150248 -0.00568622  0.00577584 -0.00261563 -0.01097512  0.01217174
 -0.01099294 -0.00646873 -0.00874438 -0.00954147  0.00623405  0.0080277
  0.00795629  0.01063439  0.00350598 -0.0038663  -0.00349051 -0.0143614
  0.00445274  0.00019238 -0.00882172 -0.00598865 -0.00775638 -0.00809616
  0.00360845  0.00851018  0.00173216  0.00322925  0.00984544 -0.00465689
  0.00142955 -0.01189141  0.00535523  0.00366393 -0.0028923   0.01189276
 -0.00795787 -0.00150003 -0.01164742 -0.00230106 -0.00402367  0.00165993
  0.00411148 -0.00289349 -0.00426486  0.00095144  0.00830099  0.00729071
 -0.00277265 -0.00055597 -0.00727565 -0.00027834 -0.00293898  0.00458869
  0.00675795 -0.00177419  0.0045343  -0.0016197   0.00172514 -0.00535222
  0.00269927 -0.00016037 -0.01161217  0.01062222 -0.00658362 -0.01115366
 -0.01043643  0.00533732  0.00782848  0.00670371]","tf.Tensor(
[[-0.13971543  0.3217818  -0.17446202 ... -0.5776886   0.14881685
   0.47106686]
 [ 0.33160007 -0.7411862   0.18924731 ... -0.05530814  0.19723538
   0.15166092]
 [ 0.48018155  0.16120237  1.2916818  ...  0.43016732  0.80311334
   0.0152514 ]
 ...
 [ 0.1275152   0.04442498  0.2305069  ... -0.28741267 -0.14377347
   0.29580346]
 [ 0.24741161 -0.06042935  0.2834791  ... -0.2825951  -0.04999714
   0.38547105]
 [ 0.19370715 -0.08702987  0.23167506 ... -0.24916333 -0.02828752
   0.39797574]], shape=(33, 768), dtype=float32)"
